filenameNumber,labile,moleculeID,smiles,containsAromaticSystem,labileProtonType,solvent,solventShift,machineFrequency
1386,1,dg|L@@QTfyV{^d{Z@Hfa@@,C1(=C(OC=C1)C=2(C=CC=C(C=2)C(=O)O)),1,OH,DMSO,2.5,250.131544655141
1387,1,foAPA@IVADBBDfUnwVgEZ`BIjhP@@,C=2(Cl)(C=C(C=1(SC=C(N=1)CNC))C=CC=2),1,NH,CDCl3,7.26,250.131544655141
1388,1,dk\L`NePBDif[mImNifVjP@,C(=O)(O)C=1(SC(=CC=1)C2(=CC=CO2)),1,OH,DMSO,2.5,250.131544655141
1393,1,f`qa@@K@rQQQQIIXrMiu@A@DP@@@,C=1(C(=CC=CC=1)OC2(=C(C=CC=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1396,1,dieH`DpPBDf[WaZjj@@,C1(OCCN(C1)C(N)=S),0,NH2,DMSO,2.5,250.131544655141
1400,1,dk]@`LL@cIEEidh\jUid@J`@@,C1(=NC=CS1)(C=2(C=C(CN)C=CC=2)),1,NH2,CDCl3,7.26,250.131544655141
1403,1,foAQ`@EF@bVQSQQJKHbtZsPPRUB@@,C=2(C=1(C(C(O)=O)=CC=CC=1))(ON=C(N=2)C),1,OH,DMSO,2.5,250.131544655141
1404,1,dg}H@LLDifUWau[h@@B@@@,C=2(C=CC(OC1(=CC(=CC=C1)N))=NC=2),1,NH2,DMSO,2.5,250.131544655141
1409,1,dg@@@b|dTVtRTNTnsU@AR@@,C(N1(C=CC=N1))C=2(C=C(C=CC=2)CN),1,NH2,CDCl3,7.26,250.131544655141
1415,1,foAQ`@MF@aRS\klopQkM@ASTH@@,C=1(C=C(C(O)=O)C=CC=1C2(=NC(=NO2)C)),1,OH,DMSO,2.5,250.131544655141
1417,1,dcLL`NGPdLbbbTUSSA@qH@@,C1(=CC=C(C=O)C=C1(C(O)=O))(F),1,OH,DMSO,2.5,250.131544655141
1422,1,f`qa`@M@PIInUoe^R]yh@b@@@@@,C=2(C=CC(OC1(=CC(=CC=C1)C(O)=O))=NC=2),1,OH,DMSO,2.5,250.131544655141
1428,1,foAP@@@VrRIHqIYHeEZjj@Bj@@@,C=1(C(=CC=C(CNC)C=1)CN2(CCCC2)),1,NH,CDCl3,7.26,250.131544655141
1431,1,f`qp`@AJlABS\klk\EYsUUP@T@@@,C=2(N=CC(N1(CCC(CC1)C(=O)O))=NC=2C),1,OH,DMSO,2.5,250.131544655141
1437,1,dg~D`FNpBLdTRaRraUJuJ@Dt@@,S1(C(=CC=C1)C2(=NC=C(C=C2)C(O)=O)),1,OH,DMSO,2.5,250.131544655141
1439,1,dcm@@@uJf]}IafhDBh@@,C=1(C=CC=2(N(C=CC=2(C=1))C))(CN),1,NH2,CDCl3,7.26,250.131544655141
1443,1,dg}H@NDLbTRTLRS\]t@EUQ@@,C=2(C(=CC(N1(CCCCC1))=NC=2)CO),1,OH,CDCl3,7.26,250.131544655141
1445,1,fhip@@@J|eSJjo{HrmUAPTUQ@@@,C=1(C=CC(CNC)=CC=1)(N2(CCN(CCC2)C)),1,NH,CDCl3,7.26,250.131544655141
1448,1,foAp`@EZ\AFQSQQIFIBeYsPDERd@@,N1(C=NC=N1)(CC=2(C=CC=CC=2C(=O)O)),1,OH,DMSO,2.5,250.131544655141
1456,1,deUD`B[aCDRYgdfiZZ`@,N1(C=C(C(C(O)=O)=N1)Br)(C),1,OH,DMSO,2.5,250.131544655141
1460,1,deU@`BDICHhhdbwPDE@@@,C=1(C=C(F)C(CNC)=NC=1),1,NH,CDCl3,7.26,250.131544655141
1462,1,dg}@`LL@cIEEidhUeRmL`AU@@@,C1(=NC=CS1)(C=2(C=C(CNC)C=CC=2)),1,NH,CDCl3,7.26,250.131544655141
1468,1,foAq@@HDlAJV^uupQVjV`@j`@@,N1(=C(ON=C1C)C=2(C=CC(CNC)=CC=2)),1,NH,CDCl3,7.26,250.131544655141
1469,1,dg}H`LfpBLdTTTJRQUmuKUUU@@,S1(C(=CC=C1CNC)N2(CCOCC2)),1,NH,CDCl3,7.26,250.131544655141
1473,1,fhiA`@@HUdTtRTJTRWA^Bt@EP@@@@,C=1(C(=CC(C(O)=O)=CC=1)COC=2(C=CC=CC=2)),1,OH,DMSO,2.5,250.131544655141
1474,1,f`qa@@O@rQQIJKKP|TZuA@@AP@@@,C=1(C(=CC(CN)=CC=1)COC=2(C=CC=CC=2)),1,NH2,CDCl3,7.26,250.131544655141
1478,1,f`qQ@@LNAdbbbRRtjEiQj@@@J`@@,C=1(C=CC(=NC=1)OC2(=CC(=CC=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1486,1,f`q@`@@^rQQIJKKP|TZuA@@AP@@@,C=1(C(=CC(CO)=CC=1)COC=2(C=CC=CC=2)),1,OH,CDCl3,7.26,250.131544655141
1487,1,dcnH@ACIEEHhfUKmAU@P@@,C=2(C1(=C(CC(O1)(C)C)C=CC=2))(N),1,NH2,CDCl3,7.26,250.131544655141
1491,1,difH`BDLQIe]ih@J@@,C=1(C=CC(=NC=1)CO)(Br),1,OH,CDCl3,7.26,250.131544655141
1493,1,foAH@@@Pi[IEEmEDd\TtZZhBBd@@,N2(CC=1(C=CC=CC=1CNC))(N=CN=C2),1,NH,CDCl3,7.26,250.131544655141
1499,1,die@`LD@cIEDTljfZh@@,S1(C(C)=NC(CCN)=C1),1,NH2,CDCl3,7.26,250.131544655141
1504,1,fhia@@O@rQQIJKKPkbcVhH@@J`@@,C=1(C(=CC(CNC)=CC=1)COC2(=CC=CC=C2)),1,NH,CDCl3,7.26,250.131544655141
1506,1,dg@`JzpBDiWYUri]jj@Bh@@,C=2(C(=CC(N1(CCSCC1))=NC=2)CN),1,NH2,CDCl3,7.26,250.131544655141
1509,1,fleQC@MFRBPQHXdLbdLRTrTRVEJJZh@Jjjb@@,C=2(C(N1(CCOCC1))=C(C=C(C=2)C(F)(F)F)CNC),1,NH,CDCl3,7.26,250.131544655141
1510,1,dg}@@@MJYYUvavp`@``@@,C=2(C=C(C1(=NC=C(C=C1)CN))C=CC=2),1,NH2,CDCl3,7.26,250.131544655141
1521,1,dieH@HxLdRbJpjVj`@,O1(N=C(C=C1(C))CNC),1,NH,CDCl3,7.26,250.131544655141
1522,1,dk]@`LL@aJY{W\jUid@J`@@,C2(=C(C=CC(C1(=NC=CS1))=C2)CN),1,NH2,CDCl3,7.26,250.131544655141
1523,1,dcnH@IAIYVu[iV`@ib@@,C=1(C=CC=2(N(C=CC=2(C=1))C))(CO),1,OH,CDCl3,7.26,250.131544655141
1527,1,daDHPNCDPHrJIPeUMT`@,S1(C(=C(C=C1)CO)Br),1,OH,CDCl3,7.26,250.131544655141
1530,1,fleac@MFldD`bPqHYEHXdieEBdJTTuP@TuUD@@,C=2(C(N1(CCOCC1))=C(C=C(C=2)C(F)(F)F)C(O)=O),1,OH,DMSO,2.5,250.131544655141
1532,1,dg@@@b|dTTLrTNLnsU@AR@@,N1(N=C(C=C1)C2(=CC=CC(=C2)CN))(C),1,NH2,CDCl3,7.26,250.131544655141
1546,1,die@`Lx@cIEDTljfZh@@,S1(C(C)=NC(CNC)=C1),1,NH,CDCl3,7.26,250.131544655141
1548,1,dk]@@@gIEDhddZGSB@B@@@@,C2(=CC=CC(C1(=NC=C(C=C1)N))=C2),1,NH2,CDCl3,7.26,250.131544655141
1552,1,dif@PNCDPHrJIPhjiji@@,S1(C(=C(CNC)C=C1)Br),1,NH,CDCl3,7.26,250.131544655141
1558,1,dk_@@@qTifYuj]LHJbh`@,C2(=CC(=NC(N1(CCCC1))=C2)CN),1,NH2,CDCl3,7.26,250.131544655141
1564,1,dg~D`LNpBDigm[lj]id@ah@@,C1(=NC=CS1)(C=2(C=C(C(=O)O)C=CC=2)),1,OH,DMSO,2.5,250.131544655141
1574,1,f`qp@@@Z\eSJrjzkZMTEDTTP@@,C=1(C(=CC=CC=1)CN)(N2(CCCN(CC2)C)),1,NH2,CDCl3,7.26,250.131544655141
1576,1,foAP`@EF@aInUnuyHuf`BFfH@@,N1(N=C(C=C1)C2(=CC=CC(=C2)C(O)=O))(C),1,OH,DMSO,2.5,250.131544655141
1581,1,deU@`BDLQIe]ZZ@Bh@@,C=1(C=CC(=NC=1)CNC)(Br),1,NH,CDCl3,7.26,250.131544655141
1584,1,f`qpC@JR|BPQHXdLbdLRTtrPeN}U@DUTP@@,C2(N1(CCNCC1))(=NC(=CC=C2)C(F)(F)F),1,NH,CDCl3,7.26,250.131544655141
1593,1,fjm@P@@LrUIfYUgW^eXJV`hHBBFBFJ@@,C(OCCC(=O)O)(C1(=CC=CC=C1))C(C=2(C=CC=CC=2))=O,1,OH,DMSO,2.5,250.131544655141
1595,1,f`q``@G@YdbRrTTRQIPujjhBBh@@,C1(CC(CCO1)OC2(=CC=CC=C2CNC)),1,NH,CDCl3,7.26,250.131544655141
1597,1,do}H@E\DieUugihHHjh@@,C=1(C=C(C=CC=1OCCCN(C)C)CN),1,NH2,CDCl3,7.26,250.131544655141
1600,1,dk_@@@c\dTTLrTqeNZh@a@@,C2(C=1(C=CN(N=1)C))(=CC(=CC=C2)N),1,NH2,CDCl3,7.26,250.131544655141
1602,1,foAP@@@FRfVU]zBuXH@HH`@@,C=1(C=C(C=CC=1)C2(=NC=C(C=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1611,1,daE@`Lx@cIEDUeTsT@@,S1(C=C(N=C1C)CN),1,NH2,CDCl3,7.26,250.131544655141
1615,1,dg@@@r|dTRLRTNTnmS@AT@@,N1(C(=NC=C1)C)(C2(=CC=CC(=C2)CN)),1,NH2,CDCl3,7.26,250.131544655141
1616,1,dcNB@JAAwHheDdTLmSTu@@,C(C=1(ON=C(C=1)C(OCC)=O))O,1,OH,CDCl3,7.26,250.131544655141
1625,1,dmuH@FTDiWfRjjjj`@,C1(N(C)C)(CCOCC1)(CN),0,NH2,CDCl3,7.26,250.131544655141
1632,1,deU@`DDHaIeWZZ@Bh@@,C=1(C(=CC(=NC=1)Cl)CNC),1,NH,CDCl3,7.26,250.131544655141
1636,1,dg}@`FL@cIEDhTldURmR`AU@@@,S1(C(=CC=C1)C2(=NC=C(C=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1648,1,foA``@G@XeJzrndihuUT@EP@@,C=1(C=CC(=CC=1)CN)(OC2(CCOCC2)),1,NH2,CDCl3,7.26,250.131544655141
1651,1,dg}H@ITDee]eVx{h@H@@@@,C=2(C=NC(C1(=CC=C(C=C1)CO))=NC=2),1,OH,CDCl3,7.26,250.131544655141
1656,1,do}H@MLDieUo[ihHHjh@@,C=1(C(=CC=CC=1OCCCN(C)C)CN),1,NH2,CDCl3,7.26,250.131544655141
1658,1,dk_H@FxprQQJKIFnFZBHJh@@,N2(=CC(=CC=1(OCCN(C=12)C))CN),1,NH2,CDCl3,7.26,250.131544655141
1659,1,do~D@EAtieUugihHHjh@@,C=1(C=C(C=CC=1OCCCN(C)C)CO),1,OH,CDCl3,7.26,250.131544655141
1662,1,do}H@MLLdTRbRVLEZBHbj@@,C=1(C=CC=CC=1OCCCN(C)C)(CN),1,NH2,CDCl3,7.26,250.131544655141
1665,1,dg}L@FTDeInUU[atv`@jh`@,N2(=CC(=CC=1(OCCN(C=12)C))C(O)=O),1,OH,DMSO,2.5,250.131544655141
1676,1,f`q``@G@XeJzrniJZMUU@AU@@@,C1(C(CCOC1)OC=2(C=CC(=CC=2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1680,1,f`qp@@@\\eRjl{wAV}UUPPQ@@@,C=1(C(=CC=CC=1N)CN2(CCCN(CC2)C)),1,NH2,CDCl3,7.26,250.131544655141
1681,1,foAp@@@XmdbbRaRrUFJtA@@EP@@@,C=1(C=NC(=NC=1)C2(=CC=C(C=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1688,1,dk_@@@s\dTRLRTreMjX@b@@,N1(C(=NC=C1)C)(C2(=CC=CC(=C2)N)),1,NH2,CDCl3,7.26,250.131544655141
1689,1,dk_@@@p|dTRLRVreujX@J@@,N1(C(=NC=C1)C)(C2(=CC=C(C=C2)N)),1,NH2,CDCl3,7.26,250.131544655141
1693,1,dclDpAdH``aPaIf[eIevZfZZ@@,S1(C=2(SC(C(O)=O)=C(C=2(C=C1))Cl)),1,OH,DMSO,2.5,250.131544655141
1694,1,dk_@@@`|dTTLrVqevZh@I@@,C1(=CC=C(C=C1)N)(C=2(C=CN(N=2)C)),1,NH2,CDCl3,7.26,250.131544655141
1696,1,dg@@@r|dTRTJTMLn`P@AP@@,C=2(C=NC(C1(=CC=CC(=C1)CN))=NC=2),1,NH2,CDCl3,7.26,250.131544655141
1716,1,dg}H`JzpBDiWYUri]jj@Bh@@,C=2(C(=CC(N1(CCSCC1))=NC=2)CO),1,OH,CDCl3,7.26,250.131544655141
1717,1,dg]H@FtDieeaV`hHj@@,C=1(C=CC=CC=1(OCCCN(C)C))(N),1,NH2,CDCl3,7.26,250.131544655141
1720,1,foApB@J\l@HRe]eWRTUjjh@Jh@@,C=1(C(=CC(=NC=1)N2(CCSCC2))CNC),1,NH,CDCl3,7.26,250.131544655141
1722,1,foAp@@@XmdbbRaRaUFJtA@@EP@@@,C=1(C=NC(=NC=1)C2(=CC=CC(=C2)CNC)),1,NH,CDCl3,7.26,250.131544655141
1723,1,foAq@@HDlCIDhmMDd\DtZehBBh@@,N1(=C(ON=C1C)C=2(C(CNC)=CC=CC=2)),1,NH,CDCl3,7.26,250.131544655141
1727,1,difH@NCIEDbljfZh@@,O1(C=CC(CNC)=C1(C)),1,NH,CDCl3,7.26,250.131544655141
1731,1,foAq@@LB\CIEEDdeMQZUZ`@@H`@@,C=1(C(C)=NC(=CN=1)OC2(=CC=C(C=C2)N)),1,NH2,CDCl3,7.26,250.131544655141
1737,1,didL`DxPqDfVxfijY@@,C=1(OC=CC=1C(O)=O)(Br),1,OH,DMSO,2.5,250.131544655141
1744,1,dk\B`NFU@HrQQISPkJtzYfjj@@,C1(OC(OC1)C2(=C(SC=C2)C(=O)O)),1,OH,DMSO,2.5,250.131544655141
1750,1,dk_@@@c\dTRLRTreNZh@a@@,C=2(C1(=CC=CC(=C1)N))(N(N=CC=2)C),1,NH2,CDCl3,7.26,250.131544655141
1753,1,deU@`BDLQIeWZZ@Bh@@,C=1(C=C(CNC)C=NC=1)(Br),1,NH,CDCl3,7.26,250.131544655141
1756,1,dk]D@FxCrQQJKIFnFZBHJh@@,N2(=CC(=CC=1(OCCN(C=12)C))CO),1,OH,CDCl3,7.26,250.131544655141
1759,1,daEH@LhDefZzijP@,N1(C(CO)=CC=N1)(C),1,OH,CDCl3,7.26,250.131544655141
1760,1,fhiQ`@MN@`RS\k_JwIN|t@Q@A@@@,C=2(C(=NC(OC1(=CC=CC(=C1)C(O)=O))=CN=2)C),1,OH,DMSO,2.5,250.131544655141
1766,1,fhip@@@\CddRRRbrtOAV]UUPPEP@@,C=1(C(=CC=CC=1CN)CN2(CCCN(CC2)C)),1,NH2,CDCl3,7.26,250.131544655141
1775,1,dgH@FxprQQJKIEUpsPQAUP@@,N2(=CC(=CC=1(OCCN(C=12)C))CNC),1,NH,CDCl3,7.26,250.131544655141
1777,1,fhiq@@LB|CIEEDdeMFaZUZ`@@Hj@@@,C=2(C(=NC(OC1(=CC=CC(=C1)CNC))=CN=2)C),1,NH,CDCl3,7.26,250.131544655141
1783,1,fdyPC@NQAHHdLRFQRFIKJIKHTg^j`@`@h@@@,C=2(C1(=NC=C(C=C1)C(F)(F)F))(C=CC(=CC=2)CN),1,NH2,CDCl3,7.26,250.131544655141
3,0,dg^@hNBHFHvPNPnPrJJIJJrMLDGET@@,C1(=C(C=C(C(F)(F)F)C=C1Cl)Cl)(C#N),1,,CDCl3,7.26,250.131544655141
7,0,deVBAHABfISdfyW[fijT@@,O1(C(=CC=C1([N+]([O-])=O))C=O),1,,CDCl3,7.26,250.131544655141
8,0,gOpLAbFHhPdsM\uL@@,S1(C(=C(C=C1)Br)Cl),1,,CDCl3,7.26,250.131544655141
9,0,daDHPNCDHHRYgIijV@@,S1(C=CC(Br)=C1(C=O)),1,,CDCl3,7.26,250.131544655141
11,0,dknL@DA]rIJIJZGiV@HZ@@,C(=NC1(=CC(C(=O)OC)=CC=C1))=O,1,,CDCl3,7.26,250.131544655141
12,0,foAPb@LDhhDPdlnsJtXYuMLDDP@@,O1(N=C(CCl)N=C1C2(=CC=CC=C2OC)),1,,CDCl3,7.26,250.131544655141
13,0,fhiQ@`LDhBH]H^d@rFQJIYQIPrTYhuML@EU@@@,O1(N=C(N=C1C2(=CC(=CC=C2)C(F)(F)F))CCl),1,,CDCl3,7.26,250.131544655141
23,0,gGp`ATiWDvjjVaP@,C1(C2(C(CO1)O2)),0,,CDCl3,7.26,250.131544655141
24,0,dg]DhNeLBH`HVPvPNPrJPqQZQ]LmKUU@@,N1(N=C(C(F)(F)F)C(S(=O)(=O)Cl)=C1)(C),1,,CDCl3,7.26,250.131544655141
27,0,devH`IX@cIEDhTUCMRsT`@,S2(C(C=1(OC=NC=1))=CC=C2),1,,CDCl3,7.26,250.131544655141
30,0,deTDPNDLP`cHhhmBSSTmP@@,S1(C(=C(C=C1)Br)C(=O)OC),1,,CDCl3,7.26,250.131544655141
33,0,fle@``NB@DJdMRAiCIEEELiLhtbTbfiYjj@B@@@,S2(C(=C(C1(=CC=CC=C1))C=C2(C(=O)OC))C(F)(F)F),1,,CDCl3,7.26,250.131544655141
35,0,daE@pLHHa@chaIetjijd@@,S1(N=C(N=C1Cl)CCl),1,,CDCl3,7.26,250.131544655141
36,0,didHPA@HpHrQQQDjjVf@@,S1(C(SC)=CC=C1(C=O)),1,,CDCl3,7.26,250.131544655141
47,0,dcLHpLCDfHvHrISQIPbmL@Q@@@,C1(=CC(Cl)=C(C=C1)Cl)(C(=O)CBr),1,,CDCl3,7.26,250.131544655141
48,0,dcLHPLCDvHRVyVqff@B`@@,C=1(C=C(C)C(=CC=1)Cl)(C(=O)CBr),1,,CDCl3,7.26,250.131544655141
49,0,dcLHpDBHfPvPR[YVQVZ@H`@@,C=1(CC(=O)Cl)(C=C(F)C=C(C=1)F),1,,CDCl3,7.26,250.131544655141
53,0,dg~D@JBtefV]~T{XHJJb@@,N2(C=1(C(C=O)=CC=CC=1))(CCOCC2),1,,CDCl3,7.26,250.131544655141
55,0,daFH`LhHaIY^fiih@@,O1(N=C(C=C1C)CCl),1,,CDCl3,7.26,250.131544655141
60,0,daF@PLBHXHRVUijej@@,S1(C=C(N=C1C)CCl),1,,CDCl3,7.26,250.131544655141
62,0,dmvD`LxPBLdTQTrrjYfj@@,S1(C=C(N=C1C)C(=O)OCC),1,,CDCl3,7.26,250.131544655141
65,0,fbe@A@@IfYAJieUU]WWjhJ`jJh@@,[Sn](C=1(C=CC(=CC=1)F))(CCCC)(CCCC)CCCC,1,,CDCl3,7.26,250.131544655141
66,0,deTHHIBHPHzHFHRYYXfijiP@,S1(C(Cl)=CC(=C1(Cl))C(Cl)=O),1,,CDCl3,7.26,250.131544655141
67,0,do~BPISEtHb@cHiCEDhciNVBAb`@@,S(C1(=C(C(=O)OCC)C=CN=C1))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
69,0,fn}@@`@IaYBl`vPRjYUUVuzuzjBhJbjj@@@,C(C=1(C=C([Sn](CCCC)(CCCC)CCCC)C=CC=1))(F)(F)F,1,,CDCl3,7.26,250.131544655141
76,0,deVLPISNBH`HrJPqQ]LluL@@,O1(N=CC(S(Cl)(=O)=O)=C1(C)),1,,CDCl3,7.26,250.131544655141
77,0,foA`b@FHDBHrJZJJZEI`kNfej@B@@@,O2(C(=C(C(C=1(C=CC=CC=1))=N2)C(Cl)=O)C),1,,CDCl3,7.26,250.131544655141
78,0,f`qaa@NHqHDQ@HrJPqQSPi\d{tmKT@D@@@,O1(N=C(C(S(=O)(=O)Cl)=C1(C))C=2(C=CC=CC=2)),1,,CDCl3,7.26,250.131544655141
79,0,dk^H`BXJsHhhihTb[SiZ`@`@@,O1(C(=C(C(=N1)C2(=CC=CC=C2))I)C),1,,CDCl3,7.26,250.131544655141
81,0,deVD`AQ`bDfyfXYfih@@,O1(N=C(C)C(=C1(C))C(Cl)=O),1,,CDCl3,7.26,250.131544655141
82,0,difD@NBdefZnYjZ@@,O1(N=C(C(=C1(C))C=O)C),1,,CDCl3,7.26,250.131544655141
83,0,deUD@DDFRUfYaVZf`@,O1(N=C(C)C(=C1(C))N=C=O),1,,CDCl3,7.26,250.131544655141
84,0,dg\LhDs`bHBEdMdCdLbdLTVdWSKMSUP@@,O1(C(=C(S(=O)(=O)Cl)C=C1C)C(F)(F)F),1,,CDCl3,7.26,250.131544655141
85,0,dknDpAhpdDdLdLbdLRbQzZjZiT@@,O1(C(C(F)(F)F)=C(N=C=O)C=C1C),1,,CDCl3,7.26,250.131544655141
87,0,dk\LPDsPbHBLbdLRTrF]NV@Bh`@,S(Cl)(C=1(C=CC2(=C(C=1)CCO2)))(=O)=O,1,,CDCl3,7.26,250.131544655141
88,0,dcnD@DATeYVwaWU`@jH@@,C(=NC1(=CC2(=C(C=C1)OCC2)))=O,1,,DMSO,2.5,250.131544655141
90,0,detH`ACDRYVvfFX@Jb@@,C=1(C2(=C(C=CC=1(Br))OCC2)),1,,CDCl3,7.26,250.131544655141
94,0,dmLD@@iIYe[iEVBBH`@,C=1(C2(=C(C=CC=1)CCO2))(C=O),1,,CDCl3,7.26,250.131544655141
95,0,deTD`DXHcHihhbpsMSP@@,O1(C(C)=CC(=C1(C))C(Cl)=O),1,,CDCl3,7.26,250.131544655141
96,0,dmtLPDs`bHBLbdLTQzYYjZ@@,O1(C(C)=C(S(Cl)(=O)=O)C=C1(C)),1,,CDCl3,7.26,250.131544655141
97,0,dcN@HDBHfPVPvPrJIJHrTt@EU@@@,C(C=1(C=C(Cl)N=C(C=1)C))(F)(F)F,1,,CDCl3,7.26,250.131544655141
101,0,dk\L`DGPbDfyVuz]NX@bh`@,C(C1(=CC=2(OCCOC=2(C=C1))))(=O)Cl,1,,CDCl3,7.26,250.131544655141
102,0,dg|BPDrSBH`HrJPqISIBiwK@DUD@@,S(C1(=CC=2(OCCOC=2(C=C1))))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
104,0,dmLD`FdJqIe[VneX@bh`@,C=12(C=C(I)C=CC=1OCCO2),1,,CDCl3,7.26,250.131544655141
106,0,dclL@@jTefUoegVBBbH@@,C2(OC1(=C(C(=CC=C1)C=O)OC2)),1,,CDCl3,7.26,250.131544655141
107,0,dg|L`L{PqDenYVyO[i``hb@@,C2(COC=1(C(=CC=CC=1O2)C(=O)CBr)),1,,CDCl3,7.26,250.131544655141
110,0,dk\BPDrSBH`HrJPqISHUtyX@bb@@,C=1(C=C2(C(=CC=1(S(Cl)(=O)=O))OCO2)),1,,CDCl3,7.26,250.131544655141
111,0,detD`BDLQIfUfga``hH@@,C1(=CC=CC2(=C1OCO2))(Br),1,,CDCl3,7.26,250.131544655141
114,0,didLPDr`bHBLbdLRxYZZP@,O1(C(=CC=C1)S(Cl)(=O)=O),1,,CDCl3,7.26,250.131544655141
115,0,gFqHDLQIeMii@@,O1(C(=CC=C1)Br),1,,CDCl3,7.26,250.131544655141
117,0,dkmH`BY@bDfygiXYijjd@@,N1(C(C)(C)C)(C(=CC(=N1)C)C(=O)Cl),1,,CDCl3,7.26,250.131544655141
118,0,gFqHBLQIeMff@@,O1(C=C(C=C1)Br),1,,CDCl3,7.26,250.131544655141
120,0,foA`c@EHpBH`DTBLbdLRVbRxJsiZZ`@P@@,C1(=NC=CC=C1)(C2(=CC=C(S(Cl)(=O)=O)S2)),1,,CDCl3,7.26,250.131544655141
121,0,do}D@JDDrJIQJJjPUZijji@@,C=1(N(N=C(C=1)C(C)(C)C)C)(C(=O)OCC),1,,CDCl3,7.26,250.131544655141
123,0,dieHPFy@bBBDfyYnffi@@,S1(N=NC(C)=C1(C(=O)Cl)),1,,CDCl3,7.26,250.131544655141
127,0,dieH`By@bDfyWaf@@@@,C=1(N=CC(C(=O)Cl)=NC=1),1,,CDCl3,7.26,250.131544655141
131,0,deUDPJELBH`HrJPqK\LmKT@@,N1(C=NC(S(Cl)(=O)=O)=C1)(C),1,,CDCl3,7.26,250.131544655141
132,0,daEH@LXDeezYiZ`@,N1(C=NC(C=O)=C1)(C),1,,CDCl3,7.26,250.131544655141
135,0,daG@@@qdeez[iZ`@,N1(C=NC(C#N)=C1)(C),1,,CDCl3,7.26,250.131544655141
136,0,deUD@JDDRY[_aZiZ`@,N1(C=NC(C(OC)=O)=C1)(C),1,,CDCl3,7.26,250.131544655141
137,0,dg}H`J[@qDenVW^D{ifj@@@@,C1(=CC=C2(N(C(C(CBr)=O)=NC2(=C1))C)),1,,CDCl3,7.26,250.131544655141
141,0,die@`DX@aIVUxU`@@@,C(=NC=1(C=NC=CC=1))=S,1,,Acetone,2.04,250.131544655141
142,0,dcnH@JAIYe[yYu`@@@@@,C12(=C(C=O)C=CC=C1C=CC=N2),1,,CDCl3,7.26,250.131544655141
143,0,dmN@`BCDRYe[ZQV@@@@@@,C1=2(N=CC=CC1=CC=CC=2Br),1,,CDCl3,7.26,250.131544655141
145,0,dcnH@IAIYVu[eu`@@@@@,C1(=CN=C2(C=CC(=CC2(=C1))C=O)),1,,CDCl3,7.26,250.131544655141
147,0,dmN@`ACDRYVuiiV@@@@@@,N=2(C1(=C(C=C(C=C1)Br)C=CC=2)),1,,CDCl3,7.26,250.131544655141
149,0,fde`b@K@Hb`rQJJSRqJHdYYpXuUT@@A@@@,C=2(C=C1(C(=CN=CC1=CC=2)B3(OCC(CO3)(C)C))),1,,CDCl3,7.26,250.131544655141
152,0,dmNH`Ld@aJYetjEZA`R@@,S1(C=2(N=CC=CC=2(C=C1(C=O)))),1,,CDCl3,7.26,250.131544655141
156,0,daF@PJCDPHRYYJjZi@@,S1(C(C)=NC(C)=C1(Br)),1,,CDCl3,7.26,250.131544655141
157,0,f`q`a@LBd@HYPYHhhULeELTUjfZjjj`@@,S1(C(=C(N=C1C)C)B2(OC(C(O2)(C)C)(C)C)),1,,CDCl3,7.26,250.131544655141
158,0,dk^DpCS@bHBIBLbdLRTrE]NV@HhP@,C2(=C(C=CC=1(N=CSC=12))S(Cl)(=O)=O),1,,CDCl3,7.26,250.131544655141
159,0,dev@PICDXHRYVvnFX@ba@@,C=1(C=2(SC=NC=2(C=CC=1(Br)))),1,,CDCl3,7.26,250.131544655141
161,0,dmNH`Jd@aJYewJEZA`R@@,C1(=CC=C2(SC(=NC2(=C1))C=O)),1,,CDCl3,7.26,250.131544655141
162,0,dmN@PBCDpHRVUUiiVih@@@@,C1(=CC=C2(SC(=NC2(=C1))CBr)),1,,CDCl3,7.26,250.131544655141
163,0,dev@PLCDPHRYUTjFZZ@@@@,C1(=CC=C2(SC(=NC2(=C1))Br)),1,,CDCl3,7.26,250.131544655141
166,0,dk]H`BY@bDfyYW[mNYhHB@@,C12(=CC=CC=C2(N(N=C1C(Cl)=O)C)),1,,CDCl3,7.26,250.131544655141
167,0,dclD`DHHaInUU[evZZ@@@@,C=1(C=CC=2(OC(=CC=2(C=1))C(=O)Cl)),1,,CDCl3,7.26,250.131544655141
168,0,dk\LPDr`bHBLbdLRRRx]NVf`@@@,C=1(C=CC=2(OC(=CC=2(C=1))S(Cl)(=O)=O)),1,,CDCl3,7.26,250.131544655141
169,0,dmLD@@qIYUVfeVf`@@@,C=1(C=CC=2(OC(=CC=2(C=1))C=O)),1,,CDCl3,7.26,250.131544655141
171,0,dmLD@@eIYVuneV@Bd`@,C(=O)C=1(C=CC2(=C(C=1)C=CO2)),1,,CDCl3,7.26,250.131544655141
